C0001	114.2408795	22.73004117
C0002	114.2996199	22.72704287
C0003	114.2336007	22.70131065
C0004	114.2866672	22.73235925
C0005	114.2575495	22.71839144
C0006	114.3819253	22.75392493
C0007	114.2721836	22.72404221
C0008	114.2732478	22.71937803
C0009	114.2304955	22.73028254
C0010	114.267027	22.7187968
C0011	114.3476957	22.65746229
C0012	114.2474716	22.71611614
C0013	114.2939012	22.72986374
C0014	114.285869	22.746174
C0015	114.2943071	22.7333086
C0016	114.2744633	22.74551648
C0017	114.2654813	22.72282036
C0018	114.2731306	22.72492675
C0019	114.2744633	22.74551648
C0020	114.285655	22.75335785
C0021	114.2724564	22.72554895
C0022	114.2297108	22.73048185
C0023	114.2734629	22.75031119
C0024	114.2906521	22.73832325
C0025	114.2629243	22.72204702
C0026	114.2928568	22.72837483
C0027	114.2823889	22.73756811
C0028	114.3028398	22.73188624
C0029	114.2747219	22.74778137
C0030	114.2961774	22.73658843
C0031	114.2620083	22.74121631
C0032	114.2434107	22.70831192
C0033	114.2961774	22.73658843
C0034	114.3476957	22.65746229
C0035	114.2613534	22.73385612
C0036	114.3011875	22.73305308
C0037	114.261045	22.732721
C0038	114.2611436	22.73287891
C0039	114.3476957	22.65746229
C0040	114.2735094	22.73581545
C0041	114.2875823	22.73156241
C0042	114.2703179	22.7167929
C0043	114.2414213	22.72610429
C0044	114.2416887	22.70601576
C0045	114.2428698	22.70584501
C0046	114.3476957	22.65746229
C0047	114.2658133	22.71886556
C0048	114.2664469	22.73806842
C0049	114.2769492	22.73841361
C0050	114.2417616	22.69864675
C0051	114.265143	22.719527
C0052	114.3476957	22.65746229
C0053	114.2514128	22.72230496
C0054	114.2602181	22.71929156
C0055	114.2761711	22.73305324
C0056	114.2452346	22.71670893
C0057	114.2780743	22.72171594
C0058	114.2683862	22.73079366
C0059	114.237995	22.71392643
C0060	114.247361	22.72085613
C0061	114.3031914	22.73008534
C0062	114.2923585	22.72504817
C0063	114.2495414	22.71013195
C0064	114.2767908	22.73597693
C0065	114.2894757	22.73319874
C0066	114.2786661	22.72256534
C0067	114.3032102	22.73007657
C0068	114.2953439	22.72538813
C0069	114.2569106	22.73815392
C0070	114.2401706	22.72951735
C0071	114.2957052	22.72391473
C0072	114.2401706	22.72951735
C0073	114.2917726	22.72370574
C0074	114.2883525	22.74288185
C0075	114.261971	22.7243195
C0076	114.2620111	22.72428899
C0077	114.3476957	22.65746229
C0078	114.296727	22.72426525
C0079	114.2465701	22.70931634
C0080	114.2806588	22.73052926
C0081	114.2920284	22.72020559
C0082	114.2432151	22.69916025
C0083	114.3308735	22.7870271
C0084	114.2704209	22.71626246
C0085	114.2594777	22.73533826
C0086	114.234143	22.70468225
C0087	114.2364959	22.70289012
C0088	114.2772374	22.73310324
C0089	114.2406953	22.70049094
C0090	114.2326041	22.73198737
C0091	114.2480026	22.71811748
C0092	114.248542	22.71823136
C0093	114.2976629	22.73315615
C0094	114.2427673	22.7308492
C0095	114.2443288	22.71448951
C0096	114.2875816	22.74160353
C0097	114.2668519	22.72943188
C0098	114.279054	22.729348
C0099	114.1445579	22.69963949
C0100	114.2858926	22.73636566
C0101	114.2693444	22.74680488
C0102	114.2747366	22.72312465
C0103	114.284078	22.75419616
C0104	114.2297897	22.72852163
C0105	114.2612754	22.70933559
C0106	114.2489042	22.73393225
C0107	114.2489042	22.73393225
C0108	114.2635062	22.71142907
C0109	114.2400287	22.7001461
C0110	114.3476957	22.65746229
C0111	113.9054286	22.57170781
C0112	114.2432151	22.69916025
C0113	113.8844056	22.58012226
C0114	113.8930076	22.57806395
C0115	113.9009025	22.57091037
C0116	114.3009914	22.72726491
C0117	114.2396681	22.73389406
C0118	113.9013757	22.56992336
C0119	113.8984183	22.58035946
C0120	113.8947079	22.56561999
C0121	113.8860951	22.56910214
C0122	113.9054286	22.57170781
C0123	114.0818804	22.55822386
C0124	113.9122078	22.58410432
C0125	113.8978568	22.57987513
C0126	113.8638951	22.57712134
C0127	113.9054286	22.57170781
C0128	113.8877469	22.57168291
C0129	113.8814413	22.57303132
C0130	113.8805319	22.57267667
C0131	114.1113526	22.58175242
C0132	113.8689944	22.58590837
