22.4	112.6	8.0
22.4	112.64999999999999	-13.0
22.4	112.69999999999999	-15.0
22.4	112.74999999999999	-6.0
22.4	112.79999999999998	-15.0
22.4	112.84999999999998	13.0
22.4	112.89999999999998	0.0
22.4	112.94999999999997	4.0
22.4	112.99999999999997	0.0
22.4	113.04999999999997	4.0
22.4	113.09999999999997	19.0
22.4	113.14999999999996	12.0
22.4	113.19999999999996	16.0
22.4	113.24999999999996	18.0
22.4	113.29999999999995	-12.0
22.4	113.34999999999995	12.0
22.4	113.39999999999995	-16.0
22.4	113.44999999999995	17.0
22.4	113.49999999999994	-17.0
22.4	113.54999999999994	14.0
22.4	113.59999999999994	-11.0
22.4	113.64999999999993	-5.0
22.4	113.69999999999993	-6.0
22.4	113.74999999999993	11.0
22.4	113.79999999999993	-5.0
22.4	113.84999999999992	4.0
22.4	113.89999999999992	16.0
22.4	113.94999999999992	11.0
22.4	113.99999999999991	-3.0
22.4	114.04999999999991	-18.0
22.4	114.09999999999991	-3.0
22.4	114.1499999999999	-12.0
22.4	114.1999999999999	14.0
22.4	114.2499999999999	5.0
22.4	114.2999999999999	-11.0
22.4	114.3499999999999	-2.0
22.4	114.39999999999989	7.0
22.4	114.44999999999989	-13.0
22.4	114.49999999999989	18.0
22.4	114.54999999999988	-19.0
22.45	112.6	9.0
22.45	112.64999999999999	-9.0
22.45	112.69999999999999	2.0
22.45	112.74999999999999	-9.0
22.45	112.79999999999998	-18.0
22.45	112.84999999999998	19.0
22.45	112.89999999999998	-17.0
22.45	112.94999999999997	3.0
22.45	112.99999999999997	13.0
22.45	113.04999999999997	-2.0
22.45	113.09999999999997	-13.0
22.45	113.14999999999996	-2.0
22.45	113.19999999999996	3.0
22.45	113.24999999999996	-13.0
22.45	113.29999999999995	16.0
22.45	113.34999999999995	-17.0
22.45	113.39999999999995	-5.0
22.45	113.44999999999995	-3.0
22.45	113.49999999999994	-14.0
22.45	113.54999999999994	1.0
22.45	113.59999999999994	-15.0
22.45	113.64999999999993	20.0
22.45	113.69999999999993	-7.0
22.45	113.74999999999993	19.0
22.45	113.79999999999993	6.0
22.45	113.84999999999992	-20.0
22.45	113.89999999999992	-7.0
22.45	113.94999999999992	-20.0
22.45	113.99999999999991	-3.0
22.45	114.04999999999991	17.0
22.45	114.09999999999991	-13.0
22.45	114.1499999999999	-12.0
22.45	114.1999999999999	14.0
22.45	114.2499999999999	-13.0
22.45	114.2999999999999	-8.0
22.45	114.3499999999999	-19.0
22.45	114.39999999999989	-8.0
22.45	114.44999999999989	4.0
22.45	114.49999999999989	4.0
22.45	114.54999999999988	-9.0
22.5	112.6	6.0
22.5	112.64999999999999	-7.0
22.5	112.69999999999999	-19.0
22.5	112.74999999999999	-18.0
22.5	112.79999999999998	10.0
22.5	112.84999999999998	-14.0
22.5	112.89999999999998	-16.0
22.5	112.94999999999997	11.0
22.5	112.99999999999997	-20.0
22.5	113.04999999999997	-6.0
22.5	113.09999999999997	17.0
22.5	113.14999999999996	8.0
22.5	113.19999999999996	12.0
22.5	113.24999999999996	16.0
22.5	113.29999999999995	19.0
22.5	113.34999999999995	-14.0
22.5	113.39999999999995	-15.0
22.5	113.44999999999995	-15.0
22.5	113.49999999999994	-2.0
22.5	113.54999999999994	9.0
22.5	113.59999999999994	16.0
22.5	113.64999999999993	12.0
22.5	113.69999999999993	-19.0
22.5	113.74999999999993	-5.0
22.5	113.79999999999993	6.0
22.5	113.84999999999992	20.0
22.5	113.89999999999992	18.0
22.5	113.94999999999992	-14.0
22.5	113.99999999999991	-4.0
22.5	114.04999999999991	19.0
22.5	114.09999999999991	12.0
22.5	114.1499999999999	7.0
22.5	114.1999999999999	20.0
22.5	114.2499999999999	19.0
22.5	114.2999999999999	18.0
22.5	114.3499999999999	-12.0
22.5	114.39999999999989	-20.0
22.5	114.44999999999989	-10.0
22.5	114.49999999999989	7.0
22.5	114.54999999999988	17.0
22.55	112.6	14.0
22.55	112.64999999999999	-17.0
22.55	112.69999999999999	20.0
22.55	112.74999999999999	-11.0
22.55	112.79999999999998	14.0
22.55	112.84999999999998	4.0
22.55	112.89999999999998	14.0
22.55	112.94999999999997	1.0
22.55	112.99999999999997	-17.0
22.55	113.04999999999997	-7.0
22.55	113.09999999999997	13.0
22.55	113.14999999999996	-8.0
22.55	113.19999999999996	-18.0
22.55	113.24999999999996	-11.0
22.55	113.29999999999995	-5.0
22.55	113.34999999999995	-5.0
22.55	113.39999999999995	-7.0
22.55	113.44999999999995	2.0
22.55	113.49999999999994	8.0
22.55	113.54999999999994	-7.0
22.55	113.59999999999994	-13.0
22.55	113.64999999999993	8.0
22.55	113.69999999999993	-6.0
22.55	113.74999999999993	-1.0
22.55	113.79999999999993	-3.0
22.55	113.84999999999992	19.0
22.55	113.89999999999992	-11.0
22.55	113.94999999999992	-18.0
22.55	113.99999999999991	12.0
22.55	114.04999999999991	18.0
22.55	114.09999999999991	10.0
22.55	114.1499999999999	6.0
22.55	114.1999999999999	-15.0
22.55	114.2499999999999	4.0
22.55	114.2999999999999	-5.0
22.55	114.3499999999999	5.0
22.55	114.39999999999989	2.0
22.55	114.44999999999989	-11.0
22.55	114.49999999999989	12.0
22.55	114.54999999999988	-11.0
22.6	112.6	-10.0
22.6	112.64999999999999	9.0
22.6	112.69999999999999	-13.0
22.6	112.74999999999999	0.0
22.6	112.79999999999998	0.0
22.6	112.84999999999998	-1.0
22.6	112.89999999999998	2.0
22.6	112.94999999999997	-7.0
22.6	112.99999999999997	8.0
22.6	113.04999999999997	-3.0
22.6	113.09999999999997	-11.0
22.6	113.14999999999996	11.0
22.6	113.19999999999996	-3.0
22.6	113.24999999999996	4.0
22.6	113.29999999999995	-18.0
22.6	113.34999999999995	-3.0
22.6	113.39999999999995	11.0
22.6	113.44999999999995	20.0
22.6	113.49999999999994	-9.0
22.6	113.54999999999994	19.0
22.6	113.59999999999994	0.0
22.6	113.64999999999993	2.0
22.6	113.69999999999993	2.0
22.6	113.74999999999993	17.0
22.6	113.79999999999993	-11.0
22.6	113.84999999999992	-1.0
22.6	113.89999999999992	-8.0
22.6	113.94999999999992	19.0
22.6	113.99999999999991	-6.0
22.6	114.04999999999991	2.0
22.6	114.09999999999991	-7.0
22.6	114.1499999999999	7.0
22.6	114.1999999999999	0.0
22.6	114.2499999999999	18.0
22.6	114.2999999999999	13.0
22.6	114.3499999999999	19.0
22.6	114.39999999999989	12.0
22.6	114.44999999999989	15.0
22.6	114.49999999999989	15.0
22.6	114.54999999999988	12.0
22.650000000000002	112.6	-3.0
22.650000000000002	112.64999999999999	-5.0
22.650000000000002	112.69999999999999	15.0
22.650000000000002	112.74999999999999	-2.0
22.650000000000002	112.79999999999998	0.0
22.650000000000002	112.84999999999998	-9.0
22.650000000000002	112.89999999999998	-2.0
22.650000000000002	112.94999999999997	-16.0
22.650000000000002	112.99999999999997	-13.0
22.650000000000002	113.04999999999997	12.0
22.650000000000002	113.09999999999997	5.0
22.650000000000002	113.14999999999996	8.0
22.650000000000002	113.19999999999996	-19.0
22.650000000000002	113.24999999999996	13.0
22.650000000000002	113.29999999999995	6.0
22.650000000000002	113.34999999999995	-16.0
22.650000000000002	113.39999999999995	-12.0
22.650000000000002	113.44999999999995	18.0
22.650000000000002	113.49999999999994	-11.0
22.650000000000002	113.54999999999994	-14.0
22.650000000000002	113.59999999999994	-2.0
22.650000000000002	113.64999999999993	17.0
22.650000000000002	113.69999999999993	20.0
22.650000000000002	113.74999999999993	-13.0
22.650000000000002	113.79999999999993	-1.0
22.650000000000002	113.84999999999992	-12.0
