总价格为：59245A0001	113.9808368	22.56614225	83.0
A0002	113.9405252	22.68620526	99.5
A0003	113.957198	22.57651183	83.5
A0004	114.2445711	22.56484081	104.5
A0005	113.9507227	22.55888775	68.0
A0006	114.2413174	22.55899906	100.0
A0007	113.9722597	22.54900371	65.0
A0008	113.9565735	22.56277351	72.0
A0009	113.8956606	22.50001192	76.5
A0010	113.9239778	22.5437861	60.0
A0011	113.9308596	22.52486369	54.0
A0012	113.9358436	22.519087	52.0
A0013	113.977909	22.54797243	66.0
A0014	113.9314284	22.50616871	55.0
A0015	113.9365145	22.49962566	54.5
A0016	113.9236456	22.54032142	59.0
A0017	113.9247319	22.52455419	56.5
A0018	113.8984817	22.4981901	75.5
A0019	113.9749684	22.54603946	63.5
A0020	113.9373377	22.49772892	55.0
A0021	113.927139	22.49416247	61.0
A0022	113.9356769	22.51592012	52.0
A0023	113.9420557	22.51578568	50.0
A0024	114.0196493	22.54220963	79.5
A0025	113.9986601	22.54458961	71.5
A0026	113.9358391	22.49308313	57.5
A0027	113.9191429	22.52488949	58.5
A0028	113.9453119	22.54808582	60.0
A0029	113.9820093	22.56470734	82.5
A0030	114.1563953	22.58193448	100.0
A0031	114.1314072	22.54293611	91.0
A0032	113.9434416	22.52394954	50.5
A0033	113.9567446	22.55101305	63.0
A0034	114.1471227	22.5829933	102.5
A0035	114.1317447	22.54927013	94.5
A0036	113.9353993	22.52596134	53.0
A0037	114.0421356	22.7563793	71.0
A0038	114.4227421	22.64144071	130.0
A0039	114.0728836	22.71166007	109.5
A0040	114.1241536	22.60649323	113.0
A0041	114.0729969	22.66229971	129.0
A0042	114.2263772	22.63539828	98.0
A0043	114.264097	22.73802844	81.0
A0044	114.1549664	22.62558348	100.0
A0045	114.0272292	22.65265496	131.5
A0046	113.8966327	22.78892197	91.5
A0047	114.2442921	22.70103564	76.0
A0048	114.1214928	22.63154051	114.0
A0049	114.195533	22.6417148	89.0
A0050	114.3454188	22.68940336	106.0
A0051	114.0638327	22.63010042	134.5
A0052	114.0717177	22.66391673	129.0
A0053	114.378843	22.750664	105.0
A0054	114.0738016	22.72272561	102.5
A0055	114.2299818	22.64138032	96.0
A0056	114.3095878	22.77640754	83.5
A0057	113.9057614	22.58706534	77.0
A0058	114.1474874	22.69339571	87.0
A0059	114.0586138	22.6040497	131.0
A0060	114.0679162	22.6376364	133.5
A0061	114.0747723	22.65788521	130.0
A0062	114.1572608	22.61781817	100.5
A0063	114.4227421	22.64144071	130.0
A0064	114.3008065	22.78139876	82.0
A0065	114.2777156	22.72294122	86.0
A0066	114.2209333	22.67470711	76.5
A0067	114.0263974	22.66283814	127.5
A0068	114.0794934	22.65776972	129.0
A0069	114.2100928	22.65691327	83.0
A0070	113.8184493	22.73859039	79.5
A0071	114.322257	22.71636331	97.0
A0072	114.0466386	22.52331401	80.5
A0073	114.2124549	22.65301422	85.5
A0074	114.0831342	22.5331754	95.5
A0075	114.130363	22.59955905	110.0
A0076	113.9366241	22.65027837	102.0
A0077	114.2858901	22.73782038	88.0
A0078	113.8184493	22.73859039	79.5
A0079	113.9950401	22.74300109	75.5
A0080	114.0448196	22.63495417	135.5
A0081	114.0262399	22.75139338	70.0
A0082	114.1524159	22.61556463	102.0
A0083	114.000085	22.68447006	110.0
A0084	114.0200019	22.6651428	125.0
A0085	113.8170784	22.69331552	86.0
A0086	113.8513612	22.75600203	82.5
A0087	113.8312919	22.73335619	84.5
A0088	113.9170043	22.7778578	97.5
A0089	113.8079954	22.70597175	84.0
A0090	113.9726899	22.70466497	96.0
A0091	114.0535937	22.65204961	133.0
A0092	114.0616196	22.72133411	101.0
A0093	113.8347861	22.68008861	88.5
A0094	113.8160543	22.70874974	86.0
A0095	113.8685312	22.60766979	75.5
A0096	114.0613819	22.72710367	96.5
A0097	113.8329385	22.67955589	88.0
A0098	113.822362	22.67509773	84.0
A0099	113.8312919	22.73335619	84.5
A0100	114.0380587	22.61177508	133.0
A0101	114.0666477	22.73006657	96.0
A0102	113.9299125	22.65235376	99.0
A0103	114.0652375	22.71365257	107.0
A0104	113.8900779	22.56073431	71.0
A0105	113.8257052	22.67343353	84.5
A0106	114.1259102	22.59155498	111.0
A0107	113.9235611	22.670522	97.5
A0108	113.8449026	22.70038707	93.5
A0109	113.9068948	22.56350361	69.0
A0110	113.9300131	22.70743279	98.5
A0111	113.8513604	22.6335575	77.5
A0112	113.8961664	22.56419251	70.5
A0113	114.0384117	22.66919267	126.5
A0114	113.8550628	22.59628077	72.5
A0115	113.8115675	22.68518823	83.0
A0116	114.0967766	22.70700814	110.5
A0117	114.068783	22.730349	96.0
A0118	113.8698943	22.607611	75.5
A0119	113.913275	22.58488076	77.5
A0120	113.894563	22.5609901	70.5
A0121	114.280464	22.73565178	86.5
A0122	113.8880166	22.58194314	74.0
A0123	113.9071834	22.58297289	76.0
A0124	113.9191104	22.54138954	60.5
A0125	113.8551161	22.77040177	78.0
A0126	113.6651728	23.16769035	40.5
A0127	113.3875901	23.16549805	100.5
A0128	113.3387113	23.159336	92.5
A0129	113.4199598	23.16878915	90.0
A0130	113.3506186	23.12849295	86.0
A0131	113.4162609	23.13070225	97.0
A0132	113.3894867	23.13822079	98.0
A0133	113.5974857	23.18611685	69.0
A0134	113.411547	23.12401896	97.0
A0135	113.3728361	23.1381659	96.5
A0136	113.406847	23.19967301	84.5
A0137	113.3611249	23.12248087	87.5
A0138	113.374909	23.20013915	97.0
A0139	113.5484367	23.10125022	81.5
A0140	113.5614453	23.12486646	80.5
A0141	113.4928846	23.10871181	93.5
A0142	113.4081151	23.12431564	97.0
A0143	113.3379544	23.16751438	94.5
A0144	113.390008	23.13544204	97.5
A0145	113.3315495	23.13680577	80.0
A0146	113.4204891	23.11593032	97.0
A0147	113.3433346	23.16189407	95.0
A0148	113.4534484	23.10979739	97.5
A0149	113.4534812	23.10975809	97.5
A0150	113.4492017	23.19090473	69.0
A0151	113.4928846	23.10871181	93.5
A0152	113.4849635	23.09982822	92.0
A0153	113.429745	23.07978943	91.0
A0154	113.5442171	23.11810119	86.0
A0155	113.4928846	23.10871181	93.5
A0156	113.4872412	23.10112473	92.0
A0157	113.5152914	23.14872294	90.5
A0158	113.2892933	23.0479764	40.0
A0159	113.2782409	23.11114068	54.0
A0160	113.4167995	22.9345908	45.5
A0161	113.3475114	23.39690863	93.5
A0162	113.5316771	23.09138071	81.0
A0163	113.3005692	23.21565299	70.5
A0164	113.4427752	22.96099325	38.5
A0165	113.2563331	23.21280913	51.5
A0166	113.3313063	23.29451408	50.5
A0167	113.2042653	23.23745771	29.0
A0168	113.3603993	23.37184576	94.0
A0169	113.410599	23.38627895	89.5
A0170	113.3199932	23.25778406	53.5
A0171	113.2042061	23.08029132	51.5
A0172	113.2563331	23.21280913	51.5
A0173	113.2640936	23.25231339	37.5
A0174	113.2736317	23.26171206	36.0
A0175	113.248218	23.19657146	55.0
A0176	113.2234607	23.23376317	34.0
A0177	113.8575896	22.60495971	73.5
A0178	113.5835226	22.75034263	33.5
A0179	113.2185961	23.11295796	64.0
A0180	113.275758	23.13175901	60.0
A0181	113.2885119	23.1404539	64.0
A0182	113.4224455	23.12882385	97.0
A0183	113.3728361	23.1381659	96.5
A0184	113.3037146	23.13534304	66.0
A0185	113.2937609	23.14416119	66.5
A0186	113.3087933	23.13508872	68.0
A0187	113.3502696	23.12912268	86.0
A0188	113.3507531	23.13559919	89.0
A0189	113.4634086	22.89140037	70.0
A0190	113.3398257	23.1324472	82.5
A0191	113.3913207	23.13782219	98.0
A0192	113.3341858	23.13708468	81.5
A0193	113.3471287	23.19965405	96.0
A0194	113.418328	23.16281868	92.0
A0195	113.3362425	23.16213347	92.0
A0196	113.3590439	23.17452179	101.5
A0197	113.373441	23.13963001	97.0
A0198	113.5128066	22.82926076	55.0
A0199	113.5634849	22.77403434	25.5
A0200	113.5670518	22.76096874	25.5
A0201	113.2597245	23.06873266	44.0
A0202	113.2148083	23.38043854	36.5
