A0001	113.9808368	22.56614225	66	0
A0002	113.9405252	22.68620526	65.5	0
A0003	113.957198	22.57651183	65.5	1
A0004	114.2445711	22.56484081	75	0
A0005	113.9507227	22.55888775	65.5	0
A0006	114.2413174	22.55899906	75	0
A0007	113.9722597	22.54900371	65.5	1
A0008	113.9565735	22.56277351	65.5	0
A0009	113.8956606	22.50001192	66	0
A0010	113.9239778	22.5437861	66	1
A0011	113.9308596	22.52486369	65.5	0
A0012	113.9358436	22.519087	65.5	0
A0013	113.977909	22.54797243	65.5	1
A0014	113.9314284	22.50616871	66	1
A0015	113.9365145	22.49962566	66	1
A0016	113.9236456	22.54032142	66	1
A0017	113.9247319	22.52455419	65.5	1
A0018	113.8984817	22.4981901	66	0
A0019	113.9749684	22.54603946	65.5	1
A0020	113.9373377	22.49772892	66	1
A0021	113.927139	22.49416247	66	1
A0022	113.9356769	22.51592012	65	1
A0023	113.9420557	22.51578568	65.5	0
A0024	114.0196493	22.54220963	66.5	0
A0025	113.9986601	22.54458961	67.5	0
A0026	113.9358391	22.49308313	66	1
A0027	113.9191429	22.52488949	65.5	1
A0028	113.9453119	22.54808582	66.5	1
A0029	113.9820093	22.56470734	66	0
A0030	114.1563953	22.58193448	68	0
A0031	114.1314072	22.54293611	67	0
A0032	113.9434416	22.52394954	65.5	0
A0033	113.9567446	22.55101305	65.5	1
A0034	114.1471227	22.5829933	66	1
A0035	114.1317447	22.54927013	66.5	0
A0036	113.9353993	22.52596134	65.5	1
A0037	114.0421356	22.7563793	70	0
A0038	114.4227421	22.64144071	75	0
A0039	114.0728836	22.71166007	66.5	0
A0040	114.1241536	22.60649323	66	0
A0041	114.0729969	22.66229971	65	0
A0042	114.2263772	22.63539828	66.5	1
A0043	114.264097	22.73802844	67	0
A0044	114.1549664	22.62558348	69	0
A0045	114.0272292	22.65265496	66	0
A0046	113.8966327	22.78892197	66	0
A0047	114.2442921	22.70103564	67	0
A0048	114.1214928	22.63154051	67	0
A0049	114.195533	22.6417148	68.5	0
A0050	114.3454188	22.68940336	70	0
A0051	114.0638327	22.63010042	66.5	0
A0052	114.0717177	22.66391673	65.5	0
A0053	114.378843	22.750664	70	0
A0054	114.0738016	22.72272561	67	0
A0055	114.2299818	22.64138032	67	0
A0056	114.3095878	22.77640754	73	0
A0057	113.9057614	22.58706534	66	0
A0058	114.1474874	22.69339571	69	0
A0059	114.0586138	22.6040497	66	0
A0060	114.0679162	22.6376364	65.5	0
A0061	114.0747723	22.65788521	65.5	0
A0062	114.1572608	22.61781817	67.5	0
A0063	114.4227421	22.64144071	75	0
A0064	114.3008065	22.78139876	73	0
A0065	114.2777156	22.72294122	67	0
A0066	114.2209333	22.67470711	67	0
A0067	114.0263974	22.66283814	65	0
A0068	114.0794934	22.65776972	65.5	0
A0069	114.2100928	22.65691327	66	0
A0070	113.8184493	22.73859039	66.5	0
A0071	114.322257	22.71636331	70	0
A0072	114.0466386	22.52331401	66.5	0
A0073	114.2124549	22.65301422	66	0
A0074	114.0831342	22.5331754	66.5	0
A0075	114.130363	22.59955905	66.5	0
A0076	113.9366241	22.65027837	68.5	0
A0077	114.2858901	22.73782038	65.5	1
A0078	113.8184493	22.73859039	66.5	1
A0079	113.9950401	22.74300109	71	0
A0080	114.0448196	22.63495417	66	0
A0081	114.0262399	22.75139338	70	1
A0082	114.1524159	22.61556463	67	0
A0083	114.000085	22.68447006	66	0
A0084	114.0200019	22.6651428	65.5	0
A0085	113.8170784	22.69331552	66	0
A0086	113.8513612	22.75600203	66.5	0
A0087	113.8312919	22.73335619	66	0
A0088	113.9170043	22.7778578	70	0
A0089	113.8079954	22.70597175	66.5	0
A0090	113.9726899	22.70466497	70	0
A0091	114.0535937	22.65204961	65.5	0
A0092	114.0616196	22.72133411	67	0
A0093	113.8347861	22.68008861	70	0
A0094	113.8160543	22.70874974	66	0
A0095	113.8685312	22.60766979	65.5	0
A0096	114.0613819	22.72710367	67	1
A0097	113.8329385	22.67955589	65.5	0
A0098	113.822362	22.67509773	65.5	0
A0099	113.8312919	22.73335619	66	0
A0100	114.0380587	22.61177508	66	0
A0101	114.0666477	22.73006657	66.5	0
A0102	113.9299125	22.65235376	70	0
A0103	114.0652375	22.71365257	66	0
A0104	113.8900779	22.56073431	70	1
A0105	113.8257052	22.67343353	65	0
A0106	114.1259102	22.59155498	67.5	0
A0107	113.9235611	22.670522	70	0
A0108	113.8449026	22.70038707	66	0
A0109	113.9068948	22.56350361	65.5	1
A0110	113.9300131	22.70743279	68.5	0
A0111	113.8513604	22.6335575	70.5	0
A0112	113.8961664	22.56419251	65.5	0
A0113	114.0384117	22.66919267	66.5	0
A0114	113.8550628	22.59628077	66.5	0
A0115	113.8115675	22.68518823	67	0
A0116	114.0967766	22.70700814	66	0
A0117	114.068783	22.730349	67	0
A0118	113.8698943	22.607611	65.5	0
A0119	113.913275	22.58488076	66	1
A0120	113.894563	22.5609901	65.5	0
A0121	114.280464	22.73565178	65	1
A0122	113.8880166	22.58194314	66.5	1
A0123	113.9071834	22.58297289	65.5	1
A0124	113.9191104	22.54138954	66	1
A0125	113.8551161	22.77040177	66	0
A0126	113.6651728	23.16769035	75	1
A0127	113.3875901	23.16549805	65.5	1
A0128	113.3387113	23.159336	65.5	0
A0129	113.4199598	23.16878915	66.5	1
A0130	113.3506186	23.12849295	65	0
A0131	113.4162609	23.13070225	65.5	0
A0132	113.3894867	23.13822079	65	0
A0133	113.5974857	23.18611685	75	1
A0134	113.411547	23.12401896	65	0
A0135	113.3728361	23.1381659	65.5	1
A0136	113.406847	23.19967301	68.5	0
A0137	113.3611249	23.12248087	65.5	0
A0138	113.374909	23.20013915	65.5	0
A0139	113.5484367	23.10125022	68	0
A0140	113.5614453	23.12486646	69	0
A0141	113.4928846	23.10871181	66.5	0
A0142	113.4081151	23.12431564	65	0
A0143	113.3379544	23.16751438	66	0
A0144	113.390008	23.13544204	65	0
A0145	113.3315495	23.13680577	65	0
A0146	113.4204891	23.11593032	66	0
A0147	113.3433346	23.16189407	66	0
A0148	113.4534484	23.10979739	66	0
A0149	113.4534812	23.10975809	66	0
A0150	113.4492017	23.19090473	73	1
A0151	113.4928846	23.10871181	66.5	1
A0152	113.4849635	23.09982822	65.5	0
A0153	113.429745	23.07978943	70.5	1
A0154	113.5442171	23.11810119	67	1
A0155	113.4928846	23.10871181	66.5	1
A0156	113.4872412	23.10112473	65.5	0
A0157	113.5152914	23.14872294	73.5	0
A0158	113.2892933	23.0479764	69	0
A0159	113.2782409	23.11114068	66	0
A0160	113.4167995	22.9345908	70	0
A0161	113.3475114	23.39690863	75	0
A0162	113.5316771	23.09138071	70	0
A0163	113.3005692	23.21565299	66	0
A0164	113.4427752	22.96099325	66.5	0
A0165	113.2563331	23.21280913	65.5	0
A0166	113.3313063	23.29451408	69	0
A0167	113.2042653	23.23745771	70	0
A0168	113.3603993	23.37184576	74.5	0
A0169	113.410599	23.38627895	74	0
A0170	113.3199932	23.25778406	65.5	0
A0171	113.2042061	23.08029132	67.5	0
A0172	113.2563331	23.21280913	65.5	0
A0173	113.2640936	23.25231339	66.5	0
A0174	113.2736317	23.26171206	65.5	0
A0175	113.248218	23.19657146	65	0
A0176	113.2234607	23.23376317	67.5	0
A0177	113.8575896	22.60495971	66	0
A0178	113.5835226	22.75034263	70	1
A0179	113.2185961	23.11295796	67	1
A0180	113.275758	23.13175901	65	0
A0181	113.2885119	23.1404539	65.5	1
A0182	113.4224455	23.12882385	65.5	0
A0183	113.3728361	23.1381659	65.5	1
A0184	113.3037146	23.13534304	65	0
A0185	113.2937609	23.14416119	65.5	1
A0186	113.3087933	23.13508872	65	0
A0187	113.3502696	23.12912268	65.5	0
A0188	113.3507531	23.13559919	65.5	0
A0189	113.4634086	22.89140037	69.5	1
A0190	113.3398257	23.1324472	65.5	1
A0191	113.3913207	23.13782219	65	0
A0192	113.3341858	23.13708468	65	0
A0193	113.3471287	23.19965405	65.5	0
A0194	113.418328	23.16281868	66	1
A0195	113.3362425	23.16213347	65.5	0
A0196	113.3590439	23.17452179	66.5	0
A0197	113.373441	23.13963001	65	0
A0198	113.5128066	22.82926076	75	1
A0199	113.5634849	22.77403434	74.5	1
A0200	113.5670518	22.76096874	75	1
A0201	113.2597245	23.06873266	67	1
A0202	113.2148083	23.38043854	70	1
A0203	113.259826	23.06832244	67	0
A0204	113.5538411	22.80661724	66.5	1
A0205	113.5540935	22.80808312	66.5	1
A0206	113.5521662	22.8075467	70	1
A0207	113.5823006	22.75155653	70	1
A0208	113.49332	22.73722496	75	1
A0209	113.5830112	22.75149396	70	1
A0210	113.4928846	23.10871181	67	1
A0211	113.225977	23.14381101	66	0
A0212	113.1865032	23.45231332	70	0
A0213	113.287509	23.33873201	68	1
A0214	113.159492	23.46633279	70	0
