0.0	5.3129956056475764
0.01	5.3338732811732426
0.02	5.354750956698908
0.03	5.375442224407381
0.04	5.396133492115854
0.05	5.416842402593483
0.06	5.4375195162278125
0.07	5.4581030682619875
0.08	5.478499497095851
0.09	5.4988962809263
0.1	5.519368646894056
0.11	5.53974710292618
0.12	5.559937739087039
0.13	5.5801283752479
0.14	5.600268461078147
0.15	5.620343472559292
0.16	5.640324235160243
0.17	5.660210748881003
0.18	5.680003013721568
0.19	5.699861851082591
0.2	5.719628736671087
0.21	5.739301043859637
0.22	5.758784194248298
0.23	5.778272448794229
0.24	5.797726633491019
0.25	5.816991021263936
0.26	5.8362554090368555
0.27	5.855355600781672
0.28	5.8744926166476406
0.29	5.893534423479451
0.3	5.912385812242944
0.31	5.931141991972277
0.32	5.949896289950399
0.33	5.968616266719859
0.34	5.987145223318202
0.35	6.0054831597454275
0.36	6.023821096172655
0.37	6.042206030844142
0.38	6.060312530603608
0.39	6.078419030363074
0.4	6.09630631537469
0.41	6.114177847568923
0.42	6.1320493797631555
0.43	6.149632661438127
0.44	6.167119859606677
0.45	6.184598213100253
0.46	6.202038616256305
0.47	6.219286307775272
0.48	6.236341287657156
0.49	6.253342243827937
0.5	6.2703470989763215
0.51	6.287158717134384
0.52	6.303777098302122
0.53	6.32028479921161
0.54	6.336752955913621
0.55	6.353124241105619
0.56	6.369301783277594
0.57	6.385382453939557
0.58	6.401421647904357
0.59	6.417251366464471
0.6	6.4329839701867915
0.61	6.448522344233528
0.62	6.46403470531109
0.63	6.479415761069876
0.64	6.494699468374493
0.65	6.509691130316601
0.66	6.52466209378687
0.67	6.5395906611616175
0.68	6.554324083864799
0.69	6.568862361896417
0.7	6.5832778629752795
0.71	6.597652472631078
0.72	6.6118315093663895
0.73	6.625814973181216
0.74	6.639661042424731
0.75	6.65347774609045
0.76	6.667098468143891
0.77	6.680523208585052
0.78	6.693849958220073
0.79	6.707139651326626
0.8	6.720198303280579
0.81	6.733060584528457
0.82	6.7457283375683295
0.83	6.758418078079394
0.84	6.770911078427497
0.85	6.78330570869412
0.86	6.795405228716299
0.87	6.807486734760283
0.88	6.819312131520144
0.89	6.831038983307007
0.9	6.842568745147872
0.91	6.854028261399772
0.92	6.865379912561431
0.93	6.876435433692786
0.94	6.887392244814039
0.95	6.898218810121589
0.96	6.908896249160388
0.97	6.919375957846616
0.98	6.9296579361802735
0.99	6.9398408843153465
1.0	6.949840940374752
1.01	6.959741985978123
1.02	6.969346000213394
1.03	6.97887531292128
1.04	6.9882941672291015
1.05	6.997514729867285
1.06	7.006537000835829
1.07	7.015403436363535
1.08	7.0241393106846655
1.09	7.032676642407588
1.1	7.041015431532304
1.11	7.049210141169773
1.12	7.057359861749749
1.13	7.065211421820701
1.14	7.072864208218971
1.15	7.080379135192155
1.16	7.087841067815487
1.17	7.095004523133885
1.18	7.101968993582329
1.19	7.108796644478582
1.2	7.115568634221438
1.21	7.122141447795387
1.22	7.128415497115974
1.23	7.134549155349616
1.24	7.140629255637079
1.25	7.14641033459893
1.26	7.152091739785576
1.27	7.157525276377393
1.28	7.162811999806394
1.29	7.167998973736736
1.3	7.172886699171095
1.31	7.177614614482619
1.32	7.1823059311033575
1.33	7.186697801982347
1.34	7.190890042366837
1.35	7.194907619228895
1.36	7.198902459804797
1.37	7.202597687337507
1.38	7.206093172841421
1.39	7.209396392311808
1.4	7.212593729736677
1.41	7.215591233572491
1.42	7.2183889038192515
1.43	7.220974410626223
1.44	7.223473225202737
1.45	7.225772134613129
1.46	7.227871138857401
1.47	7.229736333982498
1.48	7.231535944758038
1.49	7.233135598780741
1.5	7.234435317674187
1.51	7.235578287584036
1.52	7.236678223476289
1.53	7.2374781768524725
1.54	7.238078141884611
1.55	7.238497704902085
1.56	7.238897704775257
1.57	7.238997704743551
1.58	7.238742620246885
1.59	7.238668903086927
1.6	7.238268910331051
1.61	7.237568923008268
1.62	7.236771466189275
1.63	7.235871581651428
1.64	7.234671735600966
1.65	7.2332719152087614
1.66	7.231751522859354
1.67	7.230052098238959
1.68	7.228252707464423
1.69	7.226053452073325
1.7	7.223811658354064
1.71	7.221513150113874
1.72	7.2189148364510505
1.73	7.216016717365593
1.74	7.213055747022442
1.75	7.209959028862738
1.76	7.206662522434667
1.77	7.203066333604045
1.78	7.199389163299453
1.79	7.195595124049374
